GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,OrdinalPosition(PlayerName-0),OrdinalPosition(Player-0 rank),OrdinalPosition(Player-2 rank),OrdinalPosition(Player-4 rank),OrdinalPosition(Player-1 rank),OrdinalPosition(Player-4),OrdinalPosition(Player-1),OrdinalPosition(Player-0),OrdinalPosition(Player-3),OrdinalPosition(Player-3 rank),OrdinalPosition(Player-2),OrdinalPosition(PlayerName-1),OrdinalPosition(PlayerName-2),OrdinalPosition(PlayerName-3),OrdinalPosition(PlayerName-4),FinalScore(PlayerName-0),FinalScore(Player-4),FinalScore(Player-1),FinalScore(Player-0),FinalScore(Player-3),FinalScore(Player-2),FinalScore(PlayerName-1),FinalScore(PlayerName-2),FinalScore(PlayerName-3),FinalScore(PlayerName-4),WinnerType(WinnerType),Positions(Barghest Minion 1),Positions(Hero 1),Positions(Barghest Minion 3),Positions(Barghest Minion 2),Positions(Hero 3),Positions(Hero 2),Positions(Hero 4),Positions(Goblin Minion 3),Positions(Goblin Minion 4),Positions(Goblin Minion 1),Positions(Goblin Minion 2),Positions(Goblin Master),Positions(Barghest Master),HealthPoints(Hero 1 HP),HealthPoints(Goblin Master HP),HealthPoints(Overlord Fatigue),HealthPoints(Goblin Minion 1 HP),HealthPoints(Goblin Minion 2 HP),HealthPoints(Hero 3 HP),HealthPoints(Hero 4 HP),HealthPoints(Goblin Minion 3 HP),HealthPoints(Goblin Minion 4 HP),HealthPoints(Hero 2 HP),HealthPoints(Barghest Minion 2 HP),HealthPoints(Barghest Minion 1 HP),HealthPoints(Barghest Minion 3 HP),HealthPoints(Barghest Master HP),GameScore(LeaderGap),GameScore(PlayerName-0),GameScore(Player-4),GameScore(Player-1),GameScore(Average),GameScore(Player-0),GameScore(Player-3),GameScore(Player-2),GameScore(PlayerName-1),GameScore(PlayerName-2),GameScore(PlayerName-3),GameScore(PlayerName-4),Winner(PlayerIdx)
260692750,Descent2e,5,GAME_OVER,159,0,5,12,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(9,6)","(1,15)","(7,4)","(9,5)","(2,16)","(1,16)","(4,7)","(7,16)","(7,15)","(3,16)","(4,10)","(2,6)","(7,2)",10,4,7,2,2,5,8,2,2,14,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
-665195121,Descent2e,5,GAME_OVER,145,0,5,13,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(5,3)","(1,16)","(9,6)","(8,3)","(4,15)","(1,15)","(5,15)","(4,6)","(6,5)","(5,14)","(7,14)","(4,14)","(7,4)",10,4,7,2,1,8,14,2,2,10,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
-295396702,Descent2e,5,GAME_OVER,130,0,5,14,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(9,5)","(2,16)","(9,7)","(10,4)","(1,15)","(1,16)","(5,14)","(5,7)","(4,6)","(3,7)","(5,6)","(6,16)","(6,2)",10,4,7,2,2,8,12,2,2,10,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
-2048788391,Descent2e,6,GAME_OVER,190,0,5,15,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(8,6)","(2,15)","(6,3)","(10,6)","(1,16)","(1,15)","(5,13)","(2,5)","(4,7)","(5,6)","(5,7)","(4,14)","(7,2)",14,2,7,2,2,10,8,2,2,8,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
-1330620512,Descent2e,6,GAME_OVER,170,0,5,16,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(11,6)","(1,16)","(4,6)","(8,8)","(3,14)","(2,16)","(8,15)","(2,6)","(5,6)","(5,14)","(3,11)","(4,14)","(8,3)",8,4,7,2,2,12,8,2,2,12,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
-503642943,Descent2e,8,GAME_OVER,253,0,5,17,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(3,2)","(2,15)","(8,8)","(9,4)","(1,15)","(4,16)","(3,14)","(3,7)","(9,2)","(5,7)","(2,5)","(3,17)","(6,3)",10,4,7,2,2,10,9,2,2,8,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
2038494905,Descent2e,4,GAME_OVER,89,0,5,18,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(5,2)","(1,15)","(8,3)","(11,5)","(4,16)","(2,16)","(4,11)","(3,6)","(6,14)","(5,8)","(3,7)","(4,7)","(9,3)",10,4,7,2,2,8,14,2,2,10,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
2077725228,Descent2e,8,GAME_OVER,292,4,5,19,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(9,6)","(1,16)","(6,4)","(11,6)","(6,17)","(1,15)","(5,16)","(3,10)","(4,15)","(2,6)","(4,7)","(3,8)","(9,4)",10,4,7,2,2,12,8,2,2,10,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
1270732849,Descent2e,12,GAME_OVER,440,0,5,20,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(5,2)","(4,17)","(9,3)","(6,2)","(10,17)","(4,16)","(1,16)","(5,7)","(4,7)","(2,7)","(4,6)","(5,15)","(7,2)",12,4,7,2,2,8,8,2,2,8,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
817220418,Descent2e,4,GAME_OVER,114,0,5,21,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(6,5)","(1,16)","(6,2)","(7,3)","(3,17)","(1,15)","(9,9)","(2,5)","(6,4)","(3,11)","(3,14)","(6,16)","(9,3)",12,4,7,2,2,8,8,2,2,14,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
1813997325,Descent2e,5,GAME_OVER,106,0,5,22,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(8,3)","(2,16)","(7,4)","(10,6)","(1,16)","(1,15)","(10,11)","(2,7)","(3,7)","(5,16)","(4,6)","(5,8)","(9,2)",14,4,7,2,2,8,12,2,2,8,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
1515665901,Descent2e,6,GAME_OVER,150,0,5,23,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(10,5)","(2,15)","(7,2)","(6,2)","(1,15)","(1,16)","(3,15)","(5,7)","(5,17)","(4,6)","(4,16)","(3,10)","(11,5)",8,4,7,2,2,8,12,2,2,12,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
-158184211,Descent2e,7,GAME_OVER,215,0,5,24,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(11,4)","(2,16)","(7,2)","(11,5)","(1,16)","(2,15)","(8,7)","(3,8)","(3,16)","(5,9)","(3,7)","(3,10)","(10,5)",8,4,7,2,2,12,8,2,2,10,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
-167940666,Descent2e,5,GAME_OVER,113,0,5,25,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(10,6)","(1,15)","(11,5)","(5,5)","(1,16)","(2,15)","(10,9)","(2,7)","(5,8)","(3,7)","(5,6)","(6,14)","(9,6)",10,4,7,2,2,14,8,2,2,8,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
731552121,Descent2e,5,GAME_OVER,137,0,5,26,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(11,5)","(1,16)","(6,5)","(11,6)","(2,15)","(2,16)","(3,10)","(3,3)","(4,4)","(4,11)","(5,15)","(4,7)","(9,4)",12,4,7,2,2,8,12,2,2,8,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
-322514893,Descent2e,4,GAME_OVER,80,0,5,27,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(8,6)","(2,15)","(6,3)","(8,2)","(2,16)","(1,15)","(4,14)","(4,7)","(4,17)","(2,6)","(3,17)","(3,8)","(6,4)",8,4,7,2,2,14,12,2,2,8,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
185924950,Descent2e,6,GAME_OVER,158,4,5,28,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(10,3)","(4,15)","(9,2)","(5,2)","(4,16)","(3,16)","(3,9)","(7,14)","(11,6)","(4,17)","(10,11)","(2,7)","(7,2)",10,4,7,2,2,12,10,2,2,8,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
514226561,Descent2e,6,GAME_OVER,135,0,5,29,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(9,3)","(2,16)","(9,6)","(7,4)","(1,15)","(3,17)","(4,15)","(2,7)","(11,4)","(5,16)","(3,6)","(5,7)","(6,4)",12,4,7,2,2,8,14,2,2,8,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
-802059280,Descent2e,8,GAME_OVER,215,0,5,30,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(6,2)","(2,16)","(7,2)","(9,2)","(1,15)","(1,16)","(2,15)","(5,14)","(3,7)","(3,16)","(4,7)","(2,7)","(10,5)",8,4,7,2,2,10,12,1,2,12,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
72993970,Descent2e,5,GAME_OVER,130,0,5,31,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(8,2)","(1,16)","(8,4)","(10,6)","(3,14)","(2,16)","(9,10)","(3,7)","(6,15)","(4,6)","(5,7)","(2,5)","(10,3)",14,4,7,2,2,10,8,2,2,12,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
1630215327,Descent2e,7,GAME_OVER,188,4,5,32,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(8,3)","(2,16)","(10,3)","(9,4)","(5,17)","(1,15)","(3,8)","(4,8)","(7,7)","(4,6)","(4,14)","(6,14)","(7,2)",10,4,7,2,2,12,8,2,2,10,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
530021355,Descent2e,5,GAME_OVER,132,0,5,33,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(11,4)","(3,17)","(9,4)","(7,3)","(3,15)","(4,16)","(9,6)","(5,5)","(4,11)","(2,7)","(6,17)","(4,6)","(10,4)",12,4,7,2,2,8,10,2,2,12,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
1014344438,Descent2e,5,GAME_OVER,144,4,5,34,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(7,3)","(1,15)","(10,4)","(9,3)","(4,16)","(2,16)","(8,12)","(5,7)","(8,4)","(2,6)","(3,6)","(5,16)","(9,4)",8,4,7,2,2,10,8,2,2,14,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
205548954,Descent2e,5,GAME_OVER,109,0,5,35,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(7,4)","(1,16)","(10,4)","(8,2)","(6,15)","(1,15)","(9,12)","(5,9)","(5,7)","(4,7)","(5,15)","(4,13)","(7,2)",12,4,7,2,2,8,10,2,2,12,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
865259323,Descent2e,5,GAME_OVER,165,5,5,36,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(5,3)","(2,15)","(11,4)","(7,3)","(4,16)","(1,16)","(9,15)","(5,17)","(7,5)","(3,7)","(4,10)","(6,15)","(9,3)",10,4,7,2,2,8,7,1,2,14,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
-1434625337,Descent2e,6,GAME_OVER,171,0,5,37,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,overlord,"(7,2)","(3,16)","(9,5)","(8,3)","(1,15)","(3,15)","(5,15)","(4,14)","(3,7)","(4,13)","(5,7)","(3,9)","(9,3)",8,4,7,2,2,10,12,2,2,9,6,6,6,8,0.0,BasicMCTS,0.0,0.0,0.0,0.0,0.0,0.0,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS,0
