GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,PlayerName-0,Player-0 rank,Player-2 rank,Player-4 rank,Player-1 rank,Player-4,Player-1,Player-0,Player-3,Player-3 rank,Player-2,PlayerName-1,PlayerName-2,PlayerName-3,PlayerName-4
-535610934,Descent2e,5,GAME_OVER,138,0,5,77,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS
456501961,Descent2e,6,GAME_OVER,167,0,5,78,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS
633431108,Descent2e,5,GAME_OVER,113,0,5,79,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS
-1013878706,Descent2e,5,GAME_OVER,127,0,5,80,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS
203557981,Descent2e,5,GAME_OVER,119,0,5,81,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS
754424002,Descent2e,4,GAME_OVER,97,0,5,82,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS
243276936,Descent2e,6,GAME_OVER,201,0,5,83,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS
-1790828394,Descent2e,6,GAME_OVER,183,4,5,84,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS
733755745,Descent2e,10,GAME_OVER,252,0,5,85,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS
-1015726578,Descent2e,6,GAME_OVER,157,0,5,86,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS
519006790,Descent2e,5,GAME_OVER,130,0,5,87,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS
-860586689,Descent2e,7,GAME_OVER,211,0,5,88,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS
-1684777619,Descent2e,6,GAME_OVER,190,4,5,89,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS
596597915,Descent2e,6,GAME_OVER,170,0,5,90,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS
-1627016550,Descent2e,4,GAME_OVER,73,0,5,91,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS
1175900674,Descent2e,5,GAME_OVER,152,0,5,92,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS
-2039320613,Descent2e,7,GAME_OVER,221,0,5,93,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS
-1102072911,Descent2e,6,GAME_OVER,172,0,5,94,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS
1768699387,Descent2e,7,GAME_OVER,175,0,5,95,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS
-1081809532,Descent2e,6,GAME_OVER,161,0,5,96,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS
-169601401,Descent2e,5,GAME_OVER,134,0,5,97,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS
-538135962,Descent2e,7,GAME_OVER,174,0,5,98,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS
-581549156,Descent2e,5,GAME_OVER,130,0,5,99,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS
1107604202,Descent2e,5,GAME_OVER,126,0,5,100,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS
16929238,Descent2e,5,GAME_OVER,117,0,5,101,BasicMCTS,1,1,1,1,1,1,1,1,1,1,BasicMCTS,BasicMCTS,BasicMCTS,BasicMCTS
