GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,FinalScore(PlayerName-0),FinalScore(Player-1),FinalScore(Player-0),FinalScore(PlayerName-1),OrdinalPosition(Player-1 rank),OrdinalPosition(PlayerName-0),OrdinalPosition(Player-1),OrdinalPosition(Player-0),OrdinalPosition(Player-0 rank),OrdinalPosition(PlayerName-1),WinnerType(WinnerType),Positions(Barghest Minion 1),Positions(Hero 1),Positions(Barghest Minion 3),Positions(Barghest Minion 2),Positions(Hero 3),Positions(Hero 2),Positions(Hero 4),Positions(Goblin Minion 3),Positions(Goblin Minion 4),Positions(Goblin Minion 1),Positions(Goblin Minion 2),Positions(Goblin Master),Positions(Barghest Master),HealthPoints(Hero 1 HP),HealthPoints(Goblin Master HP),HealthPoints(Overlord Fatigue),HealthPoints(Goblin Minion 1 HP),HealthPoints(Goblin Minion 2 HP),HealthPoints(Hero 3 HP),HealthPoints(Hero 4 HP),HealthPoints(Goblin Minion 3 HP),HealthPoints(Goblin Minion 4 HP),HealthPoints(Hero 2 HP),HealthPoints(Barghest Minion 2 HP),HealthPoints(Barghest Minion 1 HP),HealthPoints(Barghest Minion 3 HP),HealthPoints(Barghest Master HP),GameScore(LeaderGap),GameScore(PlayerName-0),GameScore(Player-1),GameScore(Average),GameScore(Player-0),GameScore(PlayerName-1),Winner(PlayerIdx)
580861535,Descent2e,5,GAME_OVER,170,2,2,65,BasicMCTS,0.0,0.0,BasicMCTS,1,BasicMCTS,1,1,1,BasicMCTS,overlord,"(9,5)","(8,10)",,,,"(7,15)",,,,"(5,17)","(7,7)","(9,12)","(6,2)",14,1,7,2,2,,,,,8,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,BasicMCTS,0
2139714048,Descent2e,8,GAME_OVER,169,0,2,66,BasicMCTS,0.0,0.0,BasicMCTS,1,BasicMCTS,1,1,1,BasicMCTS,overlord,"(8,4)","(4,4)",,,,"(5,4)",,,,"(8,10)","(9,7)","(4,15)","(8,7)",12,4,7,2,2,,,,,8,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,BasicMCTS,0
1459032824,Descent2e,20,GAME_OVER,318,0,2,67,BasicMCTS,0.0,0.0,BasicMCTS,1,BasicMCTS,1,1,1,BasicMCTS,timeout,"(8,3)","(3,16)",,,,"(3,10)",,,,"(4,6)","(5,6)","(3,4)","(10,4)",12,4,5,2,2,,,,,8,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,BasicMCTS,-1
-2038524901,Descent2e,8,GAME_OVER,167,0,2,68,BasicMCTS,0.0,0.0,BasicMCTS,1,BasicMCTS,1,1,1,BasicMCTS,overlord,"(11,5)","(4,6)",,,,"(3,13)",,,,"(7,3)","(9,2)","(5,14)","(10,4)",9,1,7,2,2,,,,,12,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,BasicMCTS,0
-1746497854,Descent2e,5,GAME_OVER,96,0,2,69,BasicMCTS,0.0,0.0,BasicMCTS,1,BasicMCTS,1,1,1,BasicMCTS,overlord,"(8,6)","(5,9)",,,,"(3,11)",,,,"(3,8)","(3,6)","(5,14)","(6,3)",12,1,7,2,2,,,,,8,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,BasicMCTS,0
708812394,Descent2e,5,GAME_OVER,106,1,2,70,BasicMCTS,0.0,0.0,BasicMCTS,1,BasicMCTS,1,1,1,BasicMCTS,overlord,"(5,2)","(7,14)",,,,"(4,10)",,,,"(6,17)","(4,8)","(4,7)","(2,4)",14,4,7,2,2,,,,,10,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,BasicMCTS,0
1472007076,Descent2e,5,GAME_OVER,96,0,2,71,BasicMCTS,0.0,0.0,BasicMCTS,1,BasicMCTS,1,1,1,BasicMCTS,overlord,"(7,3)","(8,13)",,,,"(3,16)",,,,"(3,6)","(4,9)","(4,14)","(8,3)",10,4,7,2,2,,,,,8,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,BasicMCTS,0
-1435654991,Descent2e,6,GAME_OVER,155,0,2,72,BasicMCTS,0.0,0.0,BasicMCTS,1,BasicMCTS,1,1,1,BasicMCTS,overlord,"(9,3)","(7,9)",,,,"(9,11)",,,,"(3,16)","(3,8)","(10,5)","(6,2)",12,4,7,2,2,,,,,8,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,BasicMCTS,0
-685733318,Descent2e,8,GAME_OVER,157,0,2,73,BasicMCTS,0.0,0.0,BasicMCTS,1,BasicMCTS,1,1,1,BasicMCTS,overlord,"(9,2)","(8,14)",,,,"(9,13)",,,,"(11,7)","(8,7)","(5,16)","(10,3)",10,2,7,2,2,,,,,8,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,BasicMCTS,0
-1268860653,Descent2e,9,GAME_OVER,169,0,2,74,BasicMCTS,0.0,0.0,BasicMCTS,1,BasicMCTS,1,1,1,BasicMCTS,overlord,"(3,6)","(4,6)",,,,"(4,3)",,,,"(2,7)","(6,14)","(5,7)","(8,2)",12,1,7,2,2,,,,,10,,4,,8,0.0,BasicMCTS,0.0,0.0,0.0,BasicMCTS,0
537932018,Descent2e,8,GAME_OVER,149,0,2,75,BasicMCTS,0.0,0.0,BasicMCTS,1,BasicMCTS,1,1,1,BasicMCTS,overlord,"(5,4)","(3,9)",,,,"(5,16)",,,,"(3,7)","(4,7)","(4,17)","(9,3)",14,4,7,2,2,,,,,10,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,BasicMCTS,0
-591743488,Descent2e,20,GAME_OVER,214,0,2,76,BasicMCTS,0.0,0.0,BasicMCTS,1,BasicMCTS,1,1,1,BasicMCTS,timeout,"(10,3)","(9,14)",,,,"(5,13)",,,,"(2,7)","(6,4)","(6,5)","(6,2)",8,4,2,2,2,,,,,12,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,BasicMCTS,-1
747448861,Descent2e,19,GAME_OVER,228,0,2,77,BasicMCTS,0.0,0.0,BasicMCTS,1,BasicMCTS,1,1,1,BasicMCTS,overlord,"(9,4)","(7,14)",,,,"(7,15)",,,,"(10,7)","(7,7)","(4,14)","(11,5)",8,4,7,2,2,,,,,12,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,BasicMCTS,0
384367416,Descent2e,12,GAME_OVER,224,2,2,78,BasicMCTS,0.0,0.0,BasicMCTS,1,BasicMCTS,1,1,1,BasicMCTS,overlord,"(10,4)","(3,10)",,,,"(3,14)",,,,"(6,15)","(2,7)","(11,6)","(10,5)",8,4,7,1,2,,,,,10,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,BasicMCTS,0
-1709789930,Descent2e,8,GAME_OVER,177,0,2,79,BasicMCTS,0.0,0.0,BasicMCTS,1,BasicMCTS,1,1,1,BasicMCTS,overlord,"(10,5)","(4,11)",,,,"(4,8)",,,,"(6,16)","(9,11)","(5,5)","(9,5)",14,4,7,2,2,,,,,10,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,BasicMCTS,0
-787403435,Descent2e,6,GAME_OVER,141,2,2,80,BasicMCTS,0.0,0.0,BasicMCTS,1,BasicMCTS,1,1,1,BasicMCTS,overlord,"(9,2)","(8,17)",,,,"(8,10)",,,,"(4,7)","(7,3)","(3,16)","(10,3)",10,4,7,2,2,,,,,8,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,BasicMCTS,0
-1471073859,Descent2e,20,GAME_OVER,352,0,2,81,BasicMCTS,0.0,0.0,BasicMCTS,1,BasicMCTS,1,1,1,BasicMCTS,timeout,"(8,7)","(5,6)",,,,"(3,17)",,,,"(7,7)","(6,5)","(9,3)","(7,4)",10,4,0,2,1,,,,,8,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,BasicMCTS,-1
-1780393583,Descent2e,5,GAME_OVER,134,0,2,82,BasicMCTS,0.0,0.0,BasicMCTS,1,BasicMCTS,1,1,1,BasicMCTS,overlord,"(9,3)","(10,5)",,,,"(5,6)",,,,"(6,16)","(5,7)","(8,14)","(6,3)",8,4,7,2,2,,,,,8,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,BasicMCTS,0
1609126606,Descent2e,20,GAME_OVER,282,0,2,83,BasicMCTS,0.0,0.0,BasicMCTS,1,BasicMCTS,1,1,1,BasicMCTS,timeout,"(6,2)","(4,11)",,,,"(3,13)",,,,"(5,13)","(7,4)","(9,3)","(7,3)",12,4,6,2,2,,,,,8,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,BasicMCTS,-1
1217665948,Descent2e,4,GAME_OVER,108,2,2,84,BasicMCTS,0.0,0.0,BasicMCTS,1,BasicMCTS,1,1,1,BasicMCTS,overlord,"(10,4)","(5,16)",,,,"(7,15)",,,,"(3,7)","(9,2)","(5,15)","(6,2)",8,1,7,2,2,,,,,8,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,BasicMCTS,0
-2052715812,Descent2e,5,GAME_OVER,141,0,2,85,BasicMCTS,0.0,0.0,BasicMCTS,1,BasicMCTS,1,1,1,BasicMCTS,overlord,"(9,2)","(4,7)",,,,"(6,16)",,,,"(5,15)","(10,7)","(10,6)","(10,3)",8,4,7,2,2,,,,,12,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,BasicMCTS,0
-2102617675,Descent2e,20,GAME_OVER,270,0,2,86,BasicMCTS,0.0,0.0,BasicMCTS,1,BasicMCTS,1,1,1,BasicMCTS,timeout,"(9,4)","(3,9)",,,,"(3,14)",,,,"(11,4)","(9,3)","(8,4)","(8,2)",12,4,2,2,2,,,,,10,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,BasicMCTS,-1
676434171,Descent2e,5,GAME_OVER,98,2,2,87,BasicMCTS,0.0,0.0,BasicMCTS,1,BasicMCTS,1,1,1,BasicMCTS,overlord,"(10,3)","(5,14)",,,,"(4,8)",,,,"(3,7)","(10,6)","(6,15)","(9,2)",12,4,7,2,2,,,,,12,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,BasicMCTS,0
-335156370,Descent2e,6,GAME_OVER,166,2,2,88,BasicMCTS,0.0,0.0,BasicMCTS,1,BasicMCTS,1,1,1,BasicMCTS,overlord,"(8,3)","(5,8)",,,,"(3,8)",,,,"(3,14)","(7,14)","(4,9)","(9,3)",8,2,7,2,2,,,,,10,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,BasicMCTS,0
-1748601506,Descent2e,5,GAME_OVER,123,0,2,89,BasicMCTS,0.0,0.0,BasicMCTS,1,BasicMCTS,1,1,1,BasicMCTS,overlord,"(8,10)","(5,7)",,,,"(4,13)",,,,"(4,15)","(11,7)","(5,13)","(9,10)",8,4,7,2,2,,,,,8,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,BasicMCTS,0
1420024253,Descent2e,20,GAME_OVER,242,0,2,90,BasicMCTS,0.0,0.0,BasicMCTS,1,BasicMCTS,1,1,1,BasicMCTS,timeout,"(6,2)","(3,7)",,,,"(7,14)",,,,"(10,6)","(6,6)","(5,6)","(9,4)",10,4,3,2,2,,,,,14,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,BasicMCTS,-1
641370995,Descent2e,6,GAME_OVER,151,2,2,91,BasicMCTS,0.0,0.0,BasicMCTS,1,BasicMCTS,1,1,1,BasicMCTS,overlord,"(8,6)","(3,16)",,,,"(10,15)",,,,"(2,6)","(3,17)","(7,5)","(6,4)",14,4,7,2,1,,,,,10,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,BasicMCTS,0
1185835853,Descent2e,5,GAME_OVER,124,0,2,92,BasicMCTS,0.0,0.0,BasicMCTS,1,BasicMCTS,1,1,1,BasicMCTS,overlord,"(6,2)","(7,15)",,,,"(9,17)",,,,"(5,14)","(3,5)","(3,6)","(9,4)",12,4,7,2,2,,,,,10,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,BasicMCTS,0
969539136,Descent2e,12,GAME_OVER,212,0,2,93,BasicMCTS,0.0,0.0,BasicMCTS,1,BasicMCTS,1,1,1,BasicMCTS,overlord,"(5,4)","(3,10)",,,,"(4,2)",,,,"(2,7)","(8,2)","(4,17)","(11,4)",8,4,7,2,2,,,,,12,,5,,8,0.0,BasicMCTS,0.0,0.0,0.0,BasicMCTS,0
928345640,Descent2e,4,GAME_OVER,134,0,2,94,BasicMCTS,0.0,0.0,BasicMCTS,1,BasicMCTS,1,1,1,BasicMCTS,overlord,"(8,3)","(10,7)",,,,"(7,10)",,,,"(6,14)","(4,14)","(3,6)","(6,3)",10,4,7,2,2,,,,,8,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,BasicMCTS,0
668626197,Descent2e,5,GAME_OVER,140,0,2,95,BasicMCTS,0.0,0.0,BasicMCTS,1,BasicMCTS,1,1,1,BasicMCTS,overlord,"(9,3)","(8,13)",,,,"(7,14)",,,,"(3,14)","(4,7)","(9,10)","(9,6)",10,4,7,1,2,,,,,12,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,BasicMCTS,0
757119022,Descent2e,6,GAME_OVER,120,0,2,96,BasicMCTS,0.0,0.0,BasicMCTS,1,BasicMCTS,1,1,1,BasicMCTS,overlord,"(8,2)","(4,7)",,,,"(7,12)",,,,"(2,7)","(4,6)","(3,14)","(3,1)",10,4,7,2,2,,,,,14,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,BasicMCTS,0
-1957924407,Descent2e,4,GAME_OVER,111,0,2,97,BasicMCTS,0.0,0.0,BasicMCTS,1,BasicMCTS,1,1,1,BasicMCTS,overlord,"(7,3)","(4,4)",,,,"(8,6)",,,,"(3,5)","(3,7)","(3,14)","(5,3)",8,4,7,2,2,,,,,8,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,BasicMCTS,0
-1369753090,Descent2e,5,GAME_OVER,114,0,2,98,BasicMCTS,0.0,0.0,BasicMCTS,1,BasicMCTS,1,1,1,BasicMCTS,overlord,"(4,5)","(9,13)",,,,"(3,7)",,,,"(4,6)","(4,17)","(8,11)","(10,4)",8,4,7,2,2,,,,,12,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,BasicMCTS,0
1700153117,Descent2e,5,GAME_OVER,136,0,2,99,BasicMCTS,0.0,0.0,BasicMCTS,1,BasicMCTS,1,1,1,BasicMCTS,overlord,"(10,3)","(8,13)",,,,"(5,14)",,,,"(4,14)","(7,9)","(9,6)","(10,5)",8,4,7,1,2,,,,,12,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,BasicMCTS,0
-1391014857,Descent2e,20,GAME_OVER,238,0,2,100,BasicMCTS,0.0,0.0,BasicMCTS,1,BasicMCTS,1,1,1,BasicMCTS,timeout,"(9,4)","(4,8)",,,,"(5,8)",,,,"(10,4)","(9,6)","(6,2)","(9,2)",8,4,5,2,2,,,,,12,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,BasicMCTS,-1
1742585086,Descent2e,8,GAME_OVER,210,0,2,101,BasicMCTS,0.0,0.0,BasicMCTS,1,BasicMCTS,1,1,1,BasicMCTS,overlord,"(10,5)","(8,10)",,,,"(4,8)",,,,"(3,14)","(9,3)","(8,4)","(10,4)",12,4,7,2,2,,,,,8,,6,,8,0.0,BasicMCTS,0.0,0.0,0.0,BasicMCTS,0
